architecture,pkg_repository,max_package_depth,class_service,import_data,controller,springboot_app,class_repository,import_web,pkg_domain,total_java_files,configuration,pkg_infrastructure,pkg_usecase,import_stereotype,pkg_service,has_app_config,repo_name,repository,service,import_jpa,pkg_controller,class_config,import_boot,pkg_application,component,class_controller
layered,4,9,9,37,5,1,,7,,42,1,,,9,13,1,Idelkadi_Radia_S3_B2_EduConnect,4,5,13,4,1,5,2,0,4
layered,1,7,1,1,1,1,,1,,8,0,,,1,1,1,insurance-manager,0,1,0,1,,3,2,0,1
layered,1,9,7,17,8,2,1,44,,80,1,,,15,18,1,Integrative-Software-Engineering,5,7,0,8,1,8,40,3,8
layered,1,8,1,1,1,1,,1,,6,0,,,2,1,1,Inventory-Management-System,1,1,0,1,,3,2,0,1
layered,7,9,6,9,7,1,,11,,39,2,,,9,6,1,Inventory_Forecasting_Backend,0,6,0,6,2,3,2,3,6
layered,,10,1,1,1,1,,1,,7,0,,,1,2,1,Invoice-Porcessing-System,0,1,0,1,,3,2,0,1
layered,3,8,1,3,2,1,,2,,13,0,,,2,1,1,issuetracker,1,1,0,2,,3,2,0,2
layered,1,13,1,9,1,1,,1,3,16,1,,,2,2,,java-aws-lambda,1,0,0,4,1,2,1,2,1
layered,2,6,4,2,3,1,,4,,16,0,,,4,6,1,Java-Crud,2,2,0,2,,5,1,0,2
layered,1,7,1,1,1,1,,2,,8,0,,,1,2,,Java-human-resources-app,0,1,0,1,,3,2,0,1
layered,3,9,4,3,2,1,,4,3,18,0,,,2,18,1,java-microservice-reference,0,2,9,4,,11,2,0,4
layered,,9,,1,1,1,,6,,8,0,,,2,1,1,Java-NTier-Architecture,1,1,3,1,,4,2,0,1
layered,7,8,1,17,1,1,,9,,24,1,,,2,4,1,Java-Spring-Boot-Backend-Vacation-Planner,0,1,0,1,1,4,2,1,1
layered,2,9,2,0,3,1,2,9,,23,2,,,3,4,1,Java-Spring-Boot-Based-Banking-System-APIs,0,2,0,2,2,5,2,1,2
layered,1,8,2,1,2,1,,15,,11,0,,,2,2,1,java-spring-boot_crud-products,1,1,0,1,,3,2,0,1
layered,4,10,5,14,8,1,,20,,60,7,,,10,7,1,java-todolist,2,5,0,9,3,7,3,3,3
layered,2,8,2,3,2,2,1,5,,19,0,,,2,19,,java17-springboot-task-tracker-rest-api-microservice,1,1,0,2,,7,1,0,3
layered,,8,,1,1,2,,3,,9,0,,,1,1,1,Java6Project-SpringBoot-1,0,1,5,1,,6,4,0,1
layered,1,11,,1,2,1,,2,,5,0,,,0,,1,JavaProductApi,0,0,0,2,,3,2,0,1
layered,,9,,0,1,1,,6,,9,0,,,2,1,1,javaSpringBootDemo,1,1,2,1,,3,2,0,1
layered,2,8,2,1,1,1,1,1,,12,0,,,3,2,,java_demo,1,1,0,2,,9,2,1,2
layered,1,9,3,13,1,1,,4,4,30,5,,,5,5,1,jee-architecture-spring-boot-dto,1,1,2,1,5,3,1,3,1
layered,,10,1,0,1,1,,2,,6,0,,,5,1,1,Job-App,1,1,0,1,,3,2,1,1
layered,7,9,10,45,10,1,,21,,72,6,,,27,16,1,job-application-system,5,10,0,9,6,3,72,8,9
layered,3,8,3,3,3,1,,8,,17,0,,,3,6,1,job-portal-springboot,0,3,0,3,,3,2,0,3
layered,1,8,1,3,1,1,,1,,6,0,,,2,1,1,Job-Post-Management-API,1,1,0,1,,3,2,0,1
layered,,9,1,0,1,1,,2,,5,0,,,4,1,1,JobApplication,1,1,0,1,,2,5,1,1
layered,1,8,1,9,1,1,,1,,10,0,,,3,2,1,JobPortal,1,1,0,1,,3,2,0,1
layered,2,8,5,10,6,1,,11,,20,2,,,6,6,1,Journal_Apllication,0,0,0,6,,8,2,3,5
layered,2,9,2,0,0,1,2,0,,16,0,,,0,2,1,jwt-authentication-starter,0,0,0,,1,3,2,0,
layered,,9,2,7,3,4,,13,,22,1,,,7,4,1,KVStore-RateLimit-Cache-Kafka,0,1,0,3,2,12,8,6,3
layered,,7,,0,0,1,,0,,2,0,,,0,,1,lab-layer7-API,0,0,0,,,3,2,0,
layered,1,9,1,1,1,1,,4,,9,0,,,2,2,1,Layered-Architecture,1,1,0,1,,3,2,0,1
layered,2,8,2,2,3,1,,5,,21,1,,,4,4,1,layered-architecture-example-shop-spring-boot-,2,2,0,2,1,3,2,0,2
layered,1,8,1,1,1,1,,3,,6,0,,,2,1,1,layered-architecture-java-spring-boot-mysql,1,1,1,1,,3,2,0,1
layered,1,10,,0,0,1,,0,1,5,0,,,0,1,1,Layered-Architecture-Spring-Boot,0,0,0,,,6,5,0,
layered,,6,2,0,2,1,,4,,15,0,,,2,2,1,layered-architecture-spring-javafx,0,2,0,2,,2,2,0,2
layered,2,6,2,2,1,1,,1,,17,1,,,2,3,,layered-architecture-template,1,1,0,3,1,3,2,0,3
layered,5,10,4,2,6,1,1,16,,29,0,,,2,4,1,layered-architecture-test-code-with-spring-boot,0,2,0,9,,16,1,0,8
layered,6,11,,6,7,1,,8,,67,0,,,8,6,1,Layered-Architecture-With-Spring,2,6,0,6,1,4,2,0,6
layered,,11,,0,1,2,,3,32,52,1,,9,0,2,,layeredApplication,0,0,0,6,1,5,52,3,1
layered,,10,,0,1,1,,6,,8,0,,,2,1,1,Layered_Architecture,1,1,2,1,,3,2,0,1
layered,1,9,1,1,2,2,,3,1,12,0,,,1,2,1,learn-spring-boot-todo-api,0,3,0,1,,3,2,1,1
layered,5,8,,5,0,1,,0,,12,0,,,5,,1,library-api,5,0,0,,,3,2,0,
layered,3,8,6,3,4,1,,13,,26,1,,,7,6,1,library-management-spring-boot,3,3,0,6,1,3,2,1,6
layered,1,9,1,1,1,1,,2,,9,0,,,1,2,1,Library-Management-System-Backend,0,1,1,1,,3,2,0,1
layered,1,10,1,1,2,1,,13,,9,0,,,2,1,1,Library-Project-Backend,0,0,0,2,,3,2,2,2
layered,6,11,7,25,6,1,1,16,,49,5,,,13,7,1,LibraryApi,0,5,0,16,5,2,1,7,5
layered,2,8,2,4,2,1,,11,,13,0,,,4,2,1,likedin,2,2,0,2,,3,2,0,2
layered,3,8,7,8,5,1,,11,,45,1,,,10,7,,LMS-Spring,3,7,0,5,2,2,,0,5
layered,1,9,2,1,2,1,,7,,11,0,,,3,2,1,LoanAPITask,0,2,0,2,,3,2,1,2
layered,1,9,2,1,2,1,,10,,11,0,,,3,2,1,loanapiTaskNew,0,2,0,2,,3,2,1,2
layered,,9,1,0,1,1,,4,1,20,1,,,2,1,1,localgov-backend,0,1,0,2,4,3,2,1,1
layered,3,11,4,3,4,1,,6,,27,1,,,10,4,1,Lost-Found,3,4,0,4,1,3,2,2,4
layered,10,9,6,16,2,1,3,5,,71,2,,,17,8,,lovelyTrip,5,2,0,2,3,6,2,9,2
layered,5,8,5,6,7,1,,29,,49,1,,,12,10,,Many2Many_Spring,5,5,0,11,,5,1,2,6
layered,,8,,0,0,1,,0,,2,0,,,0,,1,marketplace,0,0,0,,,3,2,0,
layered,1,9,7,1,2,2,,4,,17,0,,,4,17,1,MediTrack,1,2,0,1,,6,4,0,1
layered,,12,2,0,3,6,,6,30,30,1,,,1,30,1,microservices-architecture-spring-cloud-domain,0,1,0,,1,18,12,0,
layered,1,10,,2,1,1,,6,,11,1,,,3,2,1,mini-n-layered-product-managing-mongodb-project,1,2,0,2,1,4,2,0,2
layered,1,9,1,2,2,1,,12,,13,0,,,4,2,1,Mini-Project-Backend-using-Springboot,0,1,2,2,,3,2,2,2
layered,1,8,2,1,2,1,,3,,14,0,,,1,2,1,mk-fashion-rewards-api,0,1,0,2,,6,2,0,2
layered,2,10,1,5,2,1,,18,,26,0,,,4,5,1,monkcommerce-backend,1,1,0,1,,3,2,2,1
layered,2,9,2,2,2,1,,5,,17,1,,,4,2,1,monstershop,1,2,0,2,1,3,2,0,2
layered,2,9,2,2,3,1,,7,,19,1,,,2,2,1,monstershop-api,0,2,0,2,1,3,2,0,2
layered,,8,1,0,1,1,,2,,5,0,,,1,1,1,Monthly-Challenge-App,0,1,0,1,,3,2,0,1
layered,5,9,4,5,4,1,,6,,35,1,,,4,8,1,MOS-Burgers-Backend,0,4,0,4,1,2,,0,4
layered,6,9,6,6,6,1,,6,,38,1,,,6,12,1,MOS_Burgers_Project_Back-end,0,6,0,6,1,2,,0,6
layered,3,8,3,3,1,1,,1,,16,0,,,3,3,1,MovieDirectoryBackend,0,3,0,1,,3,2,0,1
layered,3,8,6,7,4,1,,29,,33,2,,,6,8,1,Movie_Api_Backend,0,6,0,3,2,3,3,0,3
layered,,8,,0,0,1,,0,,3,0,,,0,,1,mug-up-postgresql,0,0,0,,,3,2,0,
layered,,9,3,0,1,1,,3,29,29,2,,,1,5,1,multichannel-architecture-spring-boot-domain,0,1,0,,2,2,1,0,
layered,1,10,3,1,2,1,,6,,13,0,,,2,13,1,my-java-api,1,1,0,1,,3,2,0,1
layered,,13,4,0,1,1,,18,,42,3,,,6,7,1,my-springboot-app,0,1,0,1,3,5,1,5,1
layered,,10,,5,1,1,,6,,15,0,,,1,1,1,northwind,0,1,0,1,,3,2,0,1
layered,,9,,6,2,1,,15,,22,0,,,2,2,1,northwind-project-backend,0,2,19,2,,3,2,0,2
layered,,12,2,2,4,1,,8,,27,0,,,6,4,1,NoteControllerV2,2,2,0,27,,3,2,1,4
layered,4,8,1,4,4,1,,5,,19,1,,,7,1,1,ob-hibernate-project,5,1,0,4,1,3,2,0,4
layered,4,8,4,5,5,1,,23,,34,0,,,10,8,1,One2Many_Spring_Rest,4,4,0,8,,3,1,1,4
layered,3,8,3,4,4,1,,19,,25,0,,,8,6,1,One2one-Entity-Rest,3,3,0,6,,3,1,1,3
layered,,8,6,8,9,1,,40,,65,1,,,10,12,1,online-food-delivery-system,0,6,0,9,1,5,2,3,8
layered,2,7,1,2,1,1,,1,,9,0,,,1,2,1,Online_Banking_System,0,1,0,1,,3,2,0,1
layered,6,10,7,9,6,1,,15,,35,1,,,10,7,1,Online_food_ordering_application_Backend,2,7,0,5,1,3,35,1,5
layered,1,8,1,1,1,1,,1,,14,1,,,1,2,1,Online_Quiz_Exam_Platform-Backend,0,1,0,1,,2,,0,1
layered,3,9,3,6,5,1,,26,,30,0,,,6,6,1,OrderMangementSystem,3,3,0,4,,3,2,0,4
layered,1,8,3,1,3,1,,5,,16,0,,,5,4,1,OrganizeIt-TodoManager-SpringBoot,1,3,0,2,,4,2,0,2
layered,,9,2,0,1,0,,3,,6,0,,,3,6,,otp-delivery-service,0,2,0,1,1,0,,1,1
layered,6,7,10,2,4,1,1,9,,43,1,,,8,11,1,p2-todolist-app-ATSD,0,3,2,15,1,35,1,1,5
layered,25,14,25,17,30,1,,60,204,433,8,43,,64,51,1,panis-boot,0,54,0,29,6,6,1,10,29
layered,2,8,2,2,2,1,,6,,14,0,,,2,2,1,Patient-Appointment-Management-System,0,2,0,2,,3,2,0,2
layered,,12,2,50,10,2,,14,,88,2,,,18,12,1,Patika-Bootcamp-Hafta-12,8,10,0,8,2,6,4,0,8
layered,3,7,5,8,3,1,,6,3,29,2,,,9,5,1,payment-api,3,4,0,2,2,2,1,2,2
layered,,10,5,0,3,1,,11,,26,1,,,4,26,1,payment-validation-service,0,4,0,2,1,4,2,0,2
layered,1,9,3,3,1,1,,1,,21,0,,,1,4,1,payment_process,0,1,0,2,,4,2,0,2
layered,,7,4,3,3,1,,4,,21,1,,,5,6,1,Paysecure-API,0,4,0,3,1,3,2,1,3
layered,4,8,4,6,4,1,,24,,24,0,,,4,4,1,PayTrack,0,4,0,4,,3,2,0,4
layered,4,8,5,0,3,1,2,7,,28,0,,,10,8,1,person-address-api,0,3,0,2,,5,2,6,2
layered,2,10,2,9,2,1,1,7,1,26,2,,,2,3,1,pets.spring-boot-monolith,1,1,4,2,2,12,,0,2
layered,3,9,4,3,3,0,,11,6,22,1,,,5,4,1,petshop-application,2,3,0,2,1,1,22,0,2
layered,6,9,7,6,7,1,,7,,33,0,,,4,33,1,player-service,1,3,0,14,,17,1,0,14
layered,6,10,13,7,8,2,1,21,,90,1,,,14,46,1,pokecenter-hoenn-system,1,7,0,6,1,9,4,6,6
layered,1,9,1,1,2,1,,4,,9,0,,,2,1,1,policyapp,1,1,0,1,,3,2,0,1
layered,3,9,6,7,4,1,,29,,33,2,,,6,8,1,PopcornAPI,0,6,0,3,2,3,3,0,3
layered,3,11,2,1,1,1,1,1,3,15,1,8,1,2,2,1,portfolio-hexagonal-crud,0,1,0,1,1,3,4,1,1
layered,2,9,2,2,0,1,,0,,10,0,,,0,5,1,portfolio-management-system,0,0,0,,,3,2,0,
layered,1,8,1,1,2,1,,3,,11,0,,,2,2,,product-inventory-api,1,1,0,1,,3,2,0,1
layered,1,9,1,1,2,1,,3,,12,0,,,2,2,1,Product-Management,1,1,0,1,,3,2,0,1
layered,1,8,1,1,2,1,,2,,10,1,,,2,2,1,Product-Management-System,1,1,0,1,1,3,2,0,1
layered,1,8,1,1,1,1,,1,,8,0,,,1,2,1,ProductCategory,0,1,0,1,,3,2,0,1
layered,1,10,1,1,2,1,,5,,9,1,,,2,1,1,ProductManagement-Springboot,1,1,0,1,1,3,2,0,1
layered,2,8,2,5,3,1,,14,,22,0,,,2,22,1,productservice,0,2,0,5,,8,2,0,5
layered,1,9,1,1,1,1,,1,,7,0,,,2,2,1,product_management_system,1,1,0,1,,3,2,0,1
layered,9,8,10,15,10,1,,23,,95,1,,,28,10,1,PrototypeAlikosti,7,10,0,9,1,3,2,11,9
layered,,9,2,3,2,1,,3,,12,0,,,3,2,1,Quiz-backend,1,2,0,2,,3,2,0,2
layered,2,8,2,4,2,1,,2,,12,0,,,4,2,1,QuizAppBackend,2,2,0,2,,3,2,0,2
layered,2,10,2,9,3,1,,11,,19,0,,,4,4,1,Quiz_Mono_Repo,2,2,0,2,,3,2,0,2
layered,19,11,2,4,1,1,1,5,13,71,1,,,6,49,1,RandomUserApplication,3,1,0,1,1,4,71,3,1
layered,5,9,6,8,9,1,,54,,63,1,,,18,11,1,real-estate-ai-api,5,6,0,8,1,3,2,7,8
layered,,9,,5,4,1,,27,,30,0,,,4,4,1,RentaCarBackend,0,4,26,4,,3,2,0,4
layered,1,10,4,1,3,1,,10,,24,0,,,2,24,1,REST-API-service-example,0,2,0,6,,10,1,0,6
layered,1,9,1,1,1,1,,1,,9,0,,,2,2,1,restAPI,1,1,0,1,,3,2,0,1
layered,1,8,1,2,2,1,,5,,7,1,,,2,1,1,RestApi_SpringBoot_MySQL,1,1,0,1,1,4,2,0,1
layered,2,9,3,2,1,1,,3,,13,2,,,0,6,1,restaurant-api-springboot,0,0,3,2,2,5,2,1,2
layered,3,10,,4,1,1,1,1,5,19,0,6,1,3,,1,restaurant-management-system,2,0,0,1,,4,6,1,1
layered,3,10,6,3,3,2,,7,,39,0,,,11,6,1,Restaurants-Suggestion-App,3,6,0,3,,7,4,2,3
layered,1,9,1,1,1,1,,1,,10,1,,,2,2,1,Restful_API_Using_CRUD,1,1,0,1,1,3,2,0,1
layered,6,10,15,6,5,1,,11,,47,0,,,19,22,1,rg-pet-clinic,0,12,16,6,,4,2,2,6
layered,,10,5,3,5,1,,14,,23,2,,,8,5,1,Ride-Sharing-App-Backend,2,5,0,5,2,3,2,1,5
layered,2,9,2,19,3,1,,5,,17,0,,,4,2,,room-reservation-api,2,2,0,2,,3,2,0,2
layered,,9,1,0,1,1,,1,,7,0,,,1,1,,sanlam-shopping-cart-test,0,1,0,1,,2,1,0,1
layered,2,8,3,2,2,1,,3,,18,0,,,5,3,1,School-Management-API,1,4,0,2,,3,2,0,2
layered,4,7,4,7,4,1,,32,,22,0,,,8,8,1,school-management-system,4,4,0,4,,4,2,1,4
layered,2,9,2,2,2,1,,5,,16,0,,,4,2,1,School-Student-Management-System,0,4,0,2,,3,2,0,2
layered,2,8,2,2,2,1,,2,,12,0,,,2,4,,SchoolSystem,0,2,0,,,2,1,0,
layered,,13,3,0,3,1,,33,,48,2,,,9,7,1,SEPR-2025s,2,2,0,,2,7,3,5,
layered,1,8,2,1,1,1,,1,,5,0,,,2,5,1,shopverse,1,1,0,1,,2,1,0,1
layered,2,14,3,7,2,1,,8,11,32,1,4,,6,5,1,si729ebu202014511,2,4,0,2,1,3,6,0,2
layered,,12,,,,,,,,0,,,,,,,simple-course-registration-fullstack,,,,,,,,,
layered,1,10,1,1,1,1,,8,,6,0,2,,1,1,1,simple-crud-springboot-project,0,1,0,1,,3,2,0,1
layered,1,10,,1,0,1,,0,,5,0,,,0,,1,SimpleSpringRestAPI,0,0,0,,,3,2,0,
layered,5,9,4,7,10,1,,18,,42,1,,,4,4,1,slopsite,1,4,0,10,1,6,2,0,9
layered,,8,4,7,4,1,,9,,35,3,,,4,7,1,Smart-Student-Attendance-Backend,1,3,15,4,3,3,2,0,4
layered,4,10,4,4,2,1,,7,,20,0,,,2,8,1,smartExpenses,1,1,0,2,,3,2,0,2
layered,3,14,3,8,2,1,,5,16,39,1,5,,7,6,1,SmartHomeManagement,3,4,0,2,1,4,6,0,2
layered,3,10,2,2,1,1,1,1,,11,0,,,5,2,1,software-architecture-guide,3,2,0,1,,2,1,0,1
layered,12,11,8,54,5,1,4,25,36,115,5,,,17,113,1,spring-advanced-layer-architecture,4,4,0,9,5,17,1,9,9
layered,,8,4,0,1,1,,2,2,8,0,,,2,8,1,spring-api-project,0,2,0,1,,3,2,0,1
layered,9,10,6,5,4,1,3,13,9,67,2,,,8,9,1,spring-basic-layer-architecture,3,3,0,6,1,13,1,1,6
layered,3,8,3,3,3,1,,3,,14,0,,,3,3,1,Spring-Book-Catalog,0,3,0,3,,3,2,0,3
layered,,8,3,0,1,1,,1,,9,2,,,3,3,1,Spring-Boot,2,1,0,1,,4,2,0,1
layered,1,8,1,7,1,1,,1,,8,1,,,3,1,1,Spring-Boot-API,1,1,0,1,1,3,2,1,1
layered,,8,1,4,4,1,,4,,31,2,,,5,9,1,spring-boot-blog-app,0,5,0,4,1,3,2,0,3
layered,1,8,2,2,2,1,,13,,20,3,,,6,2,1,spring-boot-boilerplate,1,1,0,2,2,3,2,4,2
layered,1,8,1,1,1,1,,1,,9,0,,,2,2,1,Spring-Boot-Crud,1,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,1,,7,0,,,3,2,1,Spring-Boot-CRUD-,1,1,0,1,,3,2,0,1
layered,,8,1,1,2,1,,9,,10,0,,,2,2,1,spring-boot-crud-MULTI-Controller-app,0,1,0,10,,3,2,0,2
layered,4,11,11,10,13,11,,76,,82,2,,,15,17,1,Spring-Boot-Cruds,3,11,1,10,1,33,31,0,9
layered,1,9,1,0,1,1,1,9,,8,1,,,2,1,1,spring-boot-employee-api,1,1,0,1,1,3,2,0,1
layered,1,11,2,1,2,1,,4,,26,0,,,4,3,1,spring-boot-example,1,1,4,1,,3,3,2,1
layered,5,9,11,21,4,1,,7,,38,3,,,14,13,1,Spring-Boot-Journal-app,1,7,0,4,3,12,2,4,4
layered,5,10,4,5,5,1,,38,,28,1,,,4,6,1,spring-boot-jpa-workshop,0,4,0,,1,4,2,0,
layered,,9,2,0,3,0,,17,,35,2,,,10,3,,Spring-Boot-JWT-Secuirty,1,0,0,3,2,0,,9,3
layered,,7,1,0,1,1,,0,,8,0,,,3,2,1,Spring-Boot-Layered-Application,1,1,0,1,,3,8,0,1
layered,,9,,0,1,1,,6,,9,0,,,2,1,1,Spring-Boot-Layered-Architecture-and-Persistence-API,1,1,2,1,,3,2,0,1
layered,,7,,0,0,1,,0,,2,0,,,0,,1,spring-boot-layered-architecture-api,0,0,0,,,3,2,0,
layered,1,10,2,9,1,1,,9,,9,0,,,2,3,1,spring-boot-library-app,1,1,0,2,,5,2,0,1
layered,2,8,2,10,2,1,,2,,10,0,,,2,2,1,spring-boot-mongodb-crud,0,2,0,2,,3,2,0,2
layered,1,10,1,2,3,1,,6,,15,1,,,2,1,1,spring-boot-mvc-architecture,1,1,0,1,1,3,2,0,1
layered,1,10,4,0,3,1,1,11,,28,1,,,5,7,1,Spring-Boot-NCapas-CRUD-ArrayList,1,3,0,2,1,3,2,1,2
layered,1,8,1,1,1,1,,2,,7,0,,,1,2,1,spring-boot-patient-app,0,1,0,1,,4,2,0,1
layered,2,10,4,8,3,2,,4,,17,1,,,2,5,1,Spring-Boot-Projects,0,1,0,2,1,5,17,1,2
layered,,10,2,3,2,1,,3,,12,0,,,4,2,1,spring-boot-QuizzApp,2,2,0,2,,4,2,0,2
layered,5,9,1,1,2,1,2,6,2,16,0,,,4,1,1,spring-boot-refresher,1,1,4,6,,3,2,2,2
layered,1,8,1,7,1,1,,1,,12,1,,,2,2,1,Spring-Boot-Rest-API,0,1,0,1,1,3,2,1,1
layered,4,9,4,6,3,1,,3,6,28,1,,,8,8,1,spring-boot-rest-api-mysql-jpa-crud,2,3,8,6,1,9,2,3,6
layered,1,8,1,1,2,1,,4,,13,0,,,1,1,1,Spring-Boot-REST-API-with-Database-Integration,0,1,0,1,,4,2,0,1
layered,1,9,1,1,1,1,,8,,9,1,,,2,2,1,Spring-Boot-REST-API-with-Layered-Architecture,1,1,0,1,1,3,2,0,1
layered,1,9,3,4,1,1,,1,,16,1,,,3,4,1,Spring-Boot-REST-SOAP-API-Project,1,1,2,,1,4,2,0,
layered,1,8,1,1,1,1,,1,,7,0,,,2,2,1,spring-boot-restful-api,1,1,0,1,,3,2,0,1
layered,,10,,0,1,1,,1,,8,0,,,2,2,1,Spring-boot-restFulAPI-Employee-FULL-CRUD-,1,1,0,1,,4,2,0,1
layered,1,8,2,1,8,1,,19,,20,2,,,10,2,1,Spring-Boot-Security,1,2,1,8,3,5,1,5,8
layered,1,7,1,1,1,1,,3,,6,0,,,1,1,1,spring-boot-software-engineers,0,1,0,1,,3,2,0,1
layered,1,10,1,1,1,1,,1,,7,0,,,2,2,1,Spring-boot-spring-mvc-crud,0,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,2,,6,0,,,2,1,1,spring-boot-student-api,1,1,0,1,,3,2,0,1
layered,1,8,1,2,1,1,,1,,7,1,,,2,1,1,Spring-Boot-StudentApi,1,1,1,1,1,4,2,0,1
layered,1,6,1,1,1,1,,3,,7,1,,,2,1,1,Spring-Boot-TodoList,1,1,0,1,1,3,2,0,1
layered,,9,3,0,0,1,,0,,8,0,,,2,4,1,spring-boot-user-demo,1,1,0,,,2,1,0,
layered,,8,2,0,0,1,,0,,7,0,,,2,3,1,spring-boot-user-demo-project,1,1,0,,,2,1,0,
layered,,8,1,0,0,1,,0,,4,0,,,0,1,1,spring-boot-user-demoo,0,0,0,,,4,2,0,
layered,2,9,2,18,2,5,,2,,19,2,,,0,2,1,spring-cloud,0,0,0,2,4,15,10,2,2
layered,,11,,0,1,1,,5,,5,1,,,0,5,1,Spring-Cloud-Sleuth-Zipkin-Client-Microservice-Log-Tracing-using-Spring-Boot,0,0,0,1,1,4,2,1,1
layered,,8,1,0,1,1,,8,,8,0,,,2,8,1,Spring-Crud-with-Services,1,1,0,1,,3,2,0,1
layered,5,9,5,7,7,1,,22,,52,1,,,13,10,1,Spring-Data-Jpa,5,5,0,11,,6,2,4,6
layered,5,8,5,7,7,1,,30,,51,1,,,11,10,1,spring-data-jpa-restful-api-starter,5,5,0,11,,6,2,2,6
layered,1,8,,2,0,1,,0,,4,0,,,1,,1,spring-data-rest,2,0,0,,,3,2,0,
layered,3,13,1,0,2,1,1,9,7,23,1,6,,3,1,1,spring-ddd,1,1,0,1,1,2,3,1,1
layered,1,8,1,2,2,1,,11,,11,0,,,4,2,1,Spring-Dto,1,1,0,2,,3,1,1,1
layered,3,10,9,3,1,1,,8,,28,1,,,8,10,1,spring-layered-architecture,1,4,15,2,1,8,1,2,2
layered,1,8,2,2,1,1,,8,,17,0,,,2,2,1,spring-multi-layer-testing,1,1,0,1,,3,2,0,1
layered,4,7,4,5,4,1,,4,,18,0,,,8,4,1,spring-mvc-demo-stillwater,4,4,0,4,,3,2,0,4
layered,2,9,2,4,3,1,,19,,24,0,,,3,4,1,Spring-Rest-Jpa,1,2,0,4,,4,2,1,2
layered,1,8,1,1,1,1,,5,,11,1,,,5,2,1,Spring-Security-Demo,1,1,0,1,1,4,2,3,1
layered,1,9,1,2,1,1,,8,,8,0,,,3,8,1,Spring-Student-Service,1,1,0,2,,4,2,1,1
layered,3,10,6,2,1,2,1,8,,18,3,,,2,14,1,spring-testing-mastery,0,2,0,2,3,14,3,0,2
layered,1,8,1,0,2,1,1,5,1,10,0,,,4,1,1,SpringBackEndDesign1,1,1,0,2,,2,1,1,2
layered,1,8,1,1,1,3,,8,,15,0,,,2,1,1,SpringBoot,1,1,0,1,,9,6,0,1
layered,,8,1,0,1,1,,0,,10,0,,,5,2,1,SpringBoot---Mini-project-01,2,1,0,1,,3,1,1,1
layered,,10,3,0,4,1,,8,20,38,1,,,6,6,1,springboot-amalitech-lab09-task-manager,3,3,0,4,1,3,2,0,4
layered,1,9,1,2,2,1,,8,,18,0,,,4,2,1,SpringBoot-API-Exception-Handler,1,1,0,2,,4,2,2,1
layered,2,9,2,1,2,1,1,3,,15,1,,,1,3,1,springboot-app-with-layered-testing,0,1,0,3,1,8,2,0,2
layered,1,9,1,1,1,1,,1,,6,0,,,2,1,1,springboot-book-api,1,1,0,1,,3,2,0,1
layered,4,9,2,10,2,1,2,2,4,23,1,,,6,4,1,springboot-bookstore-api,2,2,0,4,1,9,2,2,4
layered,9,11,9,80,10,1,,18,,97,1,,,18,18,1,springboot-church-api,9,9,0,9,1,3,2,0,9
layered,6,8,10,14,7,1,1,11,,71,1,,,10,15,1,SpringBoot-CourseManagement,5,5,0,14,1,21,2,0,14
layered,4,10,3,17,4,1,,6,,37,2,,,7,6,1,SpringBoot-CRUD,4,3,6,3,2,5,2,0,3
layered,2,9,2,1,2,1,1,1,,9,0,,,1,2,1,springboot-crud-api,0,1,0,2,,6,2,0,2
layered,1,9,1,1,1,1,,1,,10,1,,,1,2,1,Springboot-crud-dto-architecture,0,1,0,1,1,3,2,0,1
layered,7,8,1,1,0,1,,0,,7,0,,,2,2,1,Springboot-data-jpa-Crudoperation-using-CrudRepository,0,1,0,,,4,2,1,
layered,2,8,2,2,2,1,,5,,18,0,,,5,2,1,springboot-delivery-optimization,2,2,0,2,,3,18,1,2
layered,,7,,0,0,1,,0,,2,0,,,0,,1,springboot-demo,0,0,0,,,3,2,0,
layered,,8,1,0,1,1,,9,,8,1,,,2,1,1,SpringBoot-Employee-CRUD,1,1,0,1,1,3,2,0,
layered,1,8,,1,1,1,,10,,6,0,,,1,6,1,springboot-employee-service,1,0,6,1,,3,2,0,1
layered,1,9,1,1,2,1,,3,,10,0,,,1,2,1,springboot-exception-handling-api,0,1,0,1,,3,2,0,1
layered,4,9,5,12,5,1,,6,,23,0,,,9,5,1,springboot-fundamentals,3,5,0,6,,4,2,1,5
layered,6,12,3,3,2,1,3,5,17,42,1,14,1,3,5,1,springboot-hexagonal-ddd-sample,2,0,0,5,1,8,10,1,5
layered,,9,2,2,2,1,,2,,12,0,,,2,4,1,springboot-job-api,0,2,0,2,,3,2,0,2
layered,5,9,2,7,0,1,,0,,17,0,,,3,2,1,springboot-jpa-hospital-app,0,2,0,,,5,2,0,
layered,5,10,1,3,1,2,2,6,,16,0,,,6,1,1,SpringBoot-JPA-Swagger-LayeredArchitecture,1,3,7,,,6,2,2,
layered,1,9,1,2,2,1,,6,,13,1,,,2,1,1,SpringBoot-MVC-Week2,1,1,0,1,1,3,2,0,1
layered,,9,1,0,0,1,,0,,8,0,,,0,2,1,Springboot-practise-backend-api,0,0,0,1,,3,2,0,1
layered,,11,22,25,20,10,,39,,111,2,,,27,38,1,SpringBoot-Projects,10,16,0,19,2,30,30,0,19
